1.871372772105897184e+03,4.382257318838718675e+03,4.753085899113973937e+03,-7.269043430091961078e+00,3.967116166641629915e-01,2.496619869527347380e+00
1.864102509577982801e+03,4.382651171865129982e+03,4.755579408984151996e+03,-7.271480043354617173e+00,3.909943542983659870e-01,2.490399331176425868e+00
1.856829815184466952e+03,4.383039307384834501e+03,4.758066696698379019e+03,-7.273907160780423098e+00,3.852766044909391452e-01,2.484175558981560172e+00
1.849554698422728052e+03,4.383421724914110200e+03,4.760547759026881067e+03,-7.276324779288725786e+00,3.795583746801434177e-01,2.477948561084535317e+00
1.842277168793218380e+03,4.383798423976673803e+03,4.763022592748028728e+03,-7.278732895811218739e+00,3.738396723046725767e-01,2.471718345631113145e+00
1.834997235799452937e+03,4.384169404103678062e+03,4.765491194648340752e+03,-7.281131507291944693e+00,3.681205048036437222e-01,2.465484920771018107e+00
1.827714908947996264e+03,4.384534664833718125e+03,4.767953561522486780e+03,-7.283520610687299168e+00,3.624008796165875124e-01,2.459248294657929268e+00
1.820430197748450610e+03,4.384894205712828807e+03,4.770409690173291892e+03,-7.285900202966034023e+00,3.566808041834395038e-01,2.453008475449469206e+00
1.813143111713442750e+03,4.385248026294483680e+03,4.772859577411741157e+03,-7.288270281109259230e+00,3.509602859445299927e-01,2.446765471307192463e+00
1.805853660358612842e+03,4.385596126139595981e+03,4.775303220056983264e+03,-7.290630842110445542e+00,3.452393323405755221e-01,2.440519290396576224e+00
1.798561853202600787e+03,4.385938504816523164e+03,4.777740614936335078e+03,-7.292981882975428043e+00,3.395179508126686119e-01,2.434269940887009653e+00
1.791267699767034856e+03,4.386275161901060528e+03,4.780171758885282543e+03,-7.295323400722410589e+00,3.337961488022688772e-01,2.428017430951781463e+00
1.783971209576518731e+03,4.386606096976447589e+03,4.782596648747488871e+03,-7.297655392381965811e+00,3.280739337511935916e-01,2.421761768768072365e+00
1.776672392158619232e+03,4.386931309633363526e+03,4.785015281374795450e+03,-7.299977854997039550e+00,3.223513131016083610e-01,2.415502962516942187e+00
1.769371257043854257e+03,4.387250799469931735e+03,4.787427653627228210e+03,-7.302290785622955305e+00,3.166282942960179092e-01,2.409241020383320109e+00
1.762067813765680512e+03,4.387564566091718007e+03,4.789833762372997626e+03,-7.304594181327411562e+00,3.109048847772558632e-01,2.402975950555994444e+00
1.754762071860480091e+03,4.387872609111729616e+03,4.792233604488506899e+03,-7.306888039190493345e+00,3.051810919884766493e-01,2.396707761227600653e+00
1.747454040867549338e+03,4.388174928150418964e+03,4.794627176858351049e+03,-7.309172356304665108e+00,2.994569233731450009e-01,2.390436460594612900e+00
1.740143730329085656e+03,4.388471522835681753e+03,4.797014476375327831e+03,-7.311447129774783171e+00,2.937323863750271880e-01,2.384162056857331624e+00
1.732831149790175459e+03,4.388762392802856084e+03,4.799395499940432273e+03,-7.313712356718090390e+00,2.880074884381822464e-01,2.377884558219874656e+00
1.725516308798781893e+03,4.389047537694726998e+03,4.801770244462870323e+03,-7.315968034264224151e+00,2.822822370069516529e-01,2.371603972890164336e+00
1.718199216905732328e+03,4.389326957161520113e+03,4.804138706860052480e+03,-7.318214159555217257e+00,2.765566395259489996e-01,2.365320309079919081e+00
1.710879883664705403e+03,4.389600650860910719e+03,4.806500884057608346e+03,-7.320450729745499707e+00,2.708307034400537217e-01,2.359033575004641836e+00
1.703558318632219425e+03,4.389868618458013771e+03,4.808856772989380261e+03,-7.322677742001904022e+00,2.651044361943996619e-01,2.352743778883609860e+00
1.696234531367619866e+03,4.390130859625393896e+03,4.811206370597434216e+03,-7.324895193503666135e+00,2.593778452343637464e-01,2.346450928939862735e+00
1.688908531433066628e+03,4.390387374043059936e+03,4.813549673832060762e+03,-7.327103081442427168e+00,2.536509380055618768e-01,2.340155033400194817e+00
1.681580328393521313e+03,4.390638161398464945e+03,4.815886679651779559e+03,-7.329301403022238759e+00,2.479237219538348302e-01,2.333856100495141028e+00
1.674249931816736307e+03,4.390883221386508922e+03,4.818217385023341194e+03,-7.331490155459563951e+00,2.421962045252412377e-01,2.327554138458969302e+00
1.666917351273240229e+03,4.391122553709537897e+03,4.820541786921732637e+03,-7.333669335983280746e+00,2.364683931660475080e-01,2.321249155529667707e+00
1.659582596336327242e+03,4.391356158077345754e+03,4.822859882330183609e+03,-7.335838941834682991e+00,2.307402953227185860e-01,2.314941159948935123e+00
1.652245676582043870e+03,4.391584034207171499e+03,4.825171668240162035e+03,-7.337998970267484822e+00,2.250119184419085427e-01,2.308630159962170580e+00
1.644906601589176717e+03,4.391806181823699262e+03,4.827477141651388592e+03,-7.340149418547823323e+00,2.192832699704520272e-01,2.302316163818462602e+00
1.637565380939239503e+03,4.392022600659063755e+03,4.829776299571831260e+03,-7.342290283954260310e+00,2.135543573553529972e-01,2.295999179770576326e+00
1.630222024216462614e+03,4.392233290452844813e+03,4.832069139017713496e+03,-7.344421563777784989e+00,2.078251880437779198e-01,2.289679216074948620e+00
1.622876541007777405e+03,4.392438250952068302e+03,4.834355657013518794e+03,-7.346543255321815735e+00,2.020957694830448070e-01,2.283356280991670317e+00
1.615528940902806880e+03,4.392637481911210671e+03,4.836635850591988856e+03,-7.348655355902206310e+00,1.963661091206131970e-01,2.277030382784480889e+00
1.608179233493851598e+03,4.392830983092191673e+03,4.838909716794135420e+03,-7.350757862847240531e+00,1.906362144040778805e-01,2.270701529720756451e+00
1.600827428375877389e+03,4.393018754264382551e+03,4.841177252669235713e+03,-7.352850773497646486e+00,1.849060927811543020e-01,2.264369730071496445e+00
1.593473535146503764e+03,4.393200795204601491e+03,4.843438455274840635e+03,-7.354934085206587646e+00,1.791757516996768940e-01,2.258034992111317862e+00
1.586117563405989813e+03,4.393377105697111801e+03,4.845693321676780215e+03,-7.357007795339671752e+00,1.734451986075815910e-01,2.251697324118441035e+00
1.578759522757223522e+03,4.393547685533629192e+03,4.847941848949160885e+03,-7.359071901274951699e+00,1.677144409529025826e-01,2.245356734374678975e+00
1.571399422805709264e+03,4.393712534513312676e+03,4.850184034174374574e+03,-7.361126400402927317e+00,1.619834861837589068e-01,2.239013231165428941e+00
1.564037273159552797e+03,4.393871652442774575e+03,4.852419874443099616e+03,-7.363171290126550694e+00,1.562523417483486499e-01,2.232666822779661331e+00
1.556673083429452618e+03,4.394025039136070518e+03,4.854649366854305299e+03,-7.365206567861224407e+00,1.505210150949357617e-01,2.226317517509906807e+00
1.549306863228684051e+03,4.394172694414707621e+03,4.856872508515256413e+03,-7.367232231034805956e+00,1.447895136718445608e-01,2.219965323652247857e+00
1.541938622173089925e+03,4.394314618107639944e+03,4.859089296541514159e+03,-7.369248277087611321e+00,1.390578449274484096e-01,2.213610249506308136e+00
1.534568369881064882e+03,4.394450810051271219e+03,4.861299728056940694e+03,-7.371254703472415848e+00,1.333260163101599172e-01,2.207252303375240032e+00
1.527196115973545830e+03,4.394581270089453028e+03,4.863503800193704592e+03,-7.373251507654456915e+00,1.275940352684232226e-01,2.200891493565716672e+00
1.519821870073997843e+03,4.394705998073483897e+03,4.865701510092282660e+03,-7.375238687111436597e+00,1.218619092507033652e-01,2.194527828387918600e+00
1.512445641808401433e+03,4.394824993862112024e+03,4.867892854901462670e+03,-7.377216239333523440e+00,1.161296457054776937e-01,2.188161316155524894e+00
1.505067440805241631e+03,4.394938257321534365e+03,4.870077831778347900e+03,-7.379184161823354238e+00,1.103972520812263325e-01,2.181791965185701621e+00
1.497687276695493892e+03,4.395045788325397552e+03,4.872256437888361688e+03,-7.381142452096040252e+00,1.046647358264227862e-01,2.175419783799092510e+00
1.490305159112612728e+03,4.395147586754793338e+03,4.874428670405248340e+03,-7.383091107679162768e+00,9.893210438952483587e-02,2.169044780319806520e+00
1.482921097692518970e+03,4.395243652498264964e+03,4.876594526511079494e+03,-7.385030126112782867e+00,9.319936521896504678e-02,2.162666963075407622e+00
1.475535102073586359e+03,4.395333985451803528e+03,4.878754003396254120e+03,-7.386959504949436983e+00,8.746652576314165040e-02,2.156286340396905921e+00
1.468147181896630855e+03,4.395418585518846157e+03,4.880907098259506711e+03,-7.388879241754144012e+00,8.173359347040903833e-02,2.149902920618744773e+00
1.460757346804896315e+03,4.395497452610281471e+03,4.883053808307904546e+03,-7.390789334104403530e+00,7.600057578906882494e-02,2.143516712078791020e+00
1.453365606444043578e+03,4.395570586644444120e+03,4.885194130756857703e+03,-7.392689779590203791e+00,7.026748016736011904e-02,2.137127723118323885e+00
1.445971970462136824e+03,4.395637987547118428e+03,4.887328062830116323e+03,-7.394580575814016399e+00,6.453431405345050331e-02,2.130735962082026536e+00
1.438576448509631518e+03,4.395699655251536569e+03,4.889455601759778801e+03,-7.396461720390806072e+00,5.880108489542636152e-02,2.124341437317970982e+00
1.431179050239361914e+03,4.395755589698376752e+03,4.891576744786292693e+03,-7.398333210948026206e+00,5.306780014128462120e-02,2.117944157177611864e+00
1.423779785306528993e+03,4.395805790835769585e+03,4.893691489158460172e+03,-7.400195045125625981e+00,4.733446723892228980e-02,2.111544130015774012e+00
1.416378663368686375e+03,4.395850258619288070e+03,4.895799832133437121e+03,-7.402047220576050357e+00,4.160109363612737865e-02,2.105141364190640019e+00
1.408975694085730765e+03,4.395888993011957609e+03,4.897901770976740409e+03,-7.403889734964240077e+00,3.586768678057043747e-02,2.098735868063743570e+00
1.401570887119886493e+03,4.395921993984247820e+03,4.899997302962252434e+03,-7.405722585967640548e+00,3.013425411979434032e-02,2.092327649999954797e+00
1.394164252135693914e+03,4.395949261514077989e+03,4.902086425372217491e+03,-7.407545771276196511e+00,2.440080310120538998e-02,2.085916718367472278e+00
1.386755798799998274e+03,4.395970795586813438e+03,4.904169135497254501e+03,-7.409359288592357373e+00,1.866734117206392263e-02,2.079503081537811049e+00
1.379345536781935152e+03,4.395986596195267339e+03,4.906245430636352467e+03,-7.411163135631079868e+00,1.293387577947575917e-02,2.073086747885791947e+00
1.371933475752919549e+03,4.395996663339699808e+03,4.908315308096877743e+03,-7.412957310119828946e+00,7.200414370382171581e-03,2.066667725789532284e+00
1.364519625386632470e+03,4.396000997027817903e+03,4.910378765194577682e+03,-7.414741809798581329e+00,1.466964391549779867e-03,2.060246023630432521e+00
1.357103995359008422e+03,4.395999597274775624e+03,4.912435799253579717e+03,-7.416516632419825505e+00,-4.266466710436289667e-03,2.053821649793168724e+00
1.349686595348223818e+03,4.395992464103172097e+03,4.914486407606400462e+03,-7.418281775748564399e+00,-9.999871489184908313e-03,2.047394612665679681e+00
1.342267435034683103e+03,4.395979597543053387e+03,4.916530587593944801e+03,-7.420037237562318921e+00,-1.573324249850452383e-02,2.040964920639156244e+00
1.334846524101007617e+03,4.395960997631913415e+03,4.918568336565510435e+03,-7.421783015651127080e+00,-2.146657229241466514e-02,2.034532582108033338e+00
1.327423872232021722e+03,4.395936664414689403e+03,4.920599651878791519e+03,-7.423519107817550200e+00,-2.719985342515610083e-02,2.028097605469974862e+00
1.319999489114741664e+03,4.395906597943765519e+03,4.922624530899881393e+03,-7.425245511876670257e+00,-3.293307845119800015e-02,2.021659999125867024e+00
1.312573384438361700e+03,4.395870798278971051e+03,4.924642971003276216e+03,-7.426962225656094319e+00,-3.866623992524809150e-02,2.015219771479805022e+00
1.305145567894242959e+03,4.395829265487580415e+03,4.926654969571875881e+03,-7.428669246995956321e+00,-4.439933040226159977e-02,2.008776930939084160e+00
1.297716049175899116e+03,4.395781999644313146e+03,4.928660523996992197e+03,-7.430366573748918846e+00,-5.013234243745148810e-02,2.002331485914187414e+00
1.290284837978985934e+03,4.395729000831333906e+03,4.930659631678347978e+03,-7.432054203780175783e+00,-5.586526858629614622e-02,1.995883444818776331e+00
1.282851944001286483e+03,4.395670269138250660e+03,4.932652290024078866e+03,-7.433732134967451444e+00,-6.159810140454957672e-02,1.989432816069680143e+00
1.275417376942702276e+03,4.395605804662116498e+03,4.934638496450742423e+03,-7.435400365201005890e+00,-6.733083344825144256e-02,1.982979608086882672e+00
1.267981146505235301e+03,4.395535607507426903e+03,4.936618248383315404e+03,-7.437058892383634934e+00,-7.306345727373514398e-02,1.976523829293515444e+00
1.260543262392980068e+03,4.395459677786122484e+03,4.938591543255201032e+03,-7.438707714430671913e+00,-7.879596543763639493e-02,1.970065488115843921e+00
1.253103734312109964e+03,4.395378015617587153e+03,4.940558378508228998e+03,-7.440346829269991247e+00,-8.452835049690313185e-02,1.963604592983259511e+00
1.245662571970862928e+03,4.395290621128644489e+03,4.942518751592660010e+03,-7.441976234842007543e+00,-9.026060500880683790e-02,1.957141152328266021e+00
1.238219785079530993e+03,4.395197494453565923e+03,4.944472659967190339e+03,-7.443595929099680042e+00,-9.599272153094906557e-02,1.950675174586468330e+00
1.230775383350446646e+03,4.395098635734060736e+03,4.946420101098950909e+03,-7.445205910008512618e+00,-1.017246926212702074e-01,1.944206668196568621e+00
1.223329376497970770e+03,4.394994045119281509e+03,4.948361072463514574e+03,-7.446806175546555551e+00,-1.074565108380620415e-01,1.937735641600346392e+00
1.215881774238480375e+03,4.394883722765822313e+03,4.950295571544897030e+03,-7.448396723704409972e+00,-1.131881687399753089e-01,1.931262103242652239e+00
1.208432586290354493e+03,4.394767668837719611e+03,4.952223595835561355e+03,-7.449977552485225196e+00,-1.189196588860263193e-01,1.924786061571399198e+00
1.200981822373963496e+03,4.394645883506449536e+03,4.954145142836418927e+03,-7.451548659904704053e+00,-1.246509738356088304e-01,1.918307525037549865e+00
1.193529492211656134e+03,4.394518366950927884e+03,4.956060210056833967e+03,-7.453110043991102884e+00,-1.303821061485050115e-01,1.911826502095100633e+00
1.186075605527745665e+03,4.394385119357511030e+03,4.957968795014625357e+03,-7.454661702785235988e+00,-1.361130483848918826e-01,1.905343001201082354e+00
1.178620172048499171e+03,4.394246140919995923e+03,4.959870895236072101e+03,-7.456203634340471176e+00,-1.418437931053493084e-01,1.898857030815539026e+00
1.171163201502122547e+03,4.394101431839618272e+03,4.961766508255913323e+03,-7.457735836722737766e+00,-1.475743328708748747e-01,1.892368599401522467e+00
1.163704703618751637e+03,4.393950992325052539e+03,4.963655631617354629e+03,-7.459258308010526584e+00,-1.533046602428835559e-01,1.885877715425080980e+00
1.156244688130435861e+03,4.393794822592410128e+03,4.965538262872066298e+03,-7.460771046294889075e+00,-1.590347677832280315e-01,1.879384387355246933e+00
1.148783164771128440e+03,4.393632922865242108e+03,4.967414399580191457e+03,-7.462274049679441745e+00,-1.647646480542015734e-01,1.872888623664026309e+00
1.141320143276671843e+03,4.393465293374537396e+03,4.969284039310345179e+03,-7.463767316280366160e+00,-1.704942936185465385e-01,1.866390432826391166e+00
1.133855633384786415e+03,4.393291934358720027e+03,4.971147179639620845e+03,-7.465250844226411608e+00,-1.762236970394656377e-01,1.859889823320264979e+00
